dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_bin,atemp_bin,hum_bin,windspeed_bin
2011-02-20,Springer,2011,February,5PM,No,Sunday,Weekend,Clear,13.940000000000001,17.424999999999997,33.0,11.0014,60,86,146,Cold,Cold,Low,Very Low
2011-02-20,Springer,2011,February,6PM,No,Sunday,Weekend,Mist,13.940000000000001,16.665,36.0,8.9981,30,71,101,Cold,Cold,Low,Very Low
2011-02-20,Springer,2011,February,7PM,No,Sunday,Weekend,Mist,13.940000000000001,16.665,36.0,8.9981,3,39,42,Cold,Cold,Low,Very Low
2011-02-20,Springer,2011,February,8PM,No,Sunday,Weekend,Mist,13.940000000000001,18.18,42.0,0.0,12,30,42,Cold,Cold,Normal,Very Low
2011-02-20,Springer,2011,February,9PM,No,Sunday,Weekend,Mist,13.120000000000001,17.424999999999997,53.0,0.0,17,39,56,Cold,Cold,Normal,Very Low
2011-02-20,Springer,2011,February,10PM,No,Sunday,Weekend,Mist,13.120000000000001,15.15,56.99999999999999,15.001299999999999,4,43,47,Cold,Cold,Normal,Low
2011-02-20,Springer,2011,February,11PM,No,Sunday,Weekend,Mist,12.299999999999999,15.15,61.0,11.0014,9,45,54,Cold,Cold,High,Very Low
2011-02-21,Springer,2011,February,12AM,Yes,Monday,Weekend,Mist,13.940000000000001,15.15,42.0,22.0028,7,30,37,Cold,Cold,Normal,Low
2011-02-21,Springer,2011,February,1AM,Yes,Monday,Weekend,Mist,13.940000000000001,15.15,42.0,22.0028,2,11,13,Cold,Cold,Normal,Low
2011-02-21,Springer,2011,February,2AM,Yes,Monday,Weekend,Mist,13.940000000000001,15.15,42.0,22.0028,1,3,4,Cold,Cold,Normal,Low
2011-02-21,Springer,2011,February,3AM,Yes,Monday,Weekend,Mist,13.940000000000001,15.15,42.0,19.999499999999998,2,3,5,Cold,Cold,Normal,Low
2011-02-21,Springer,2011,February,4AM,Yes,Monday,Weekend,Clear,13.120000000000001,15.909999999999998,45.0,11.0014,1,0,1,Cold,Cold,Normal,Very Low
2011-02-21,Springer,2011,February,5AM,Yes,Monday,Weekend,Mist,13.940000000000001,18.18,36.0,0.0,1,2,3,Cold,Cold,Low,Very Low
2011-02-21,Springer,2011,February,6AM,Yes,Monday,Weekend,Mist,17.22,21.21,26.0,19.999499999999998,2,6,8,Normal,Normal,Low,Low
2011-02-21,Springer,2011,February,7AM,Yes,Monday,Weekend,Mist,17.22,21.21,26.0,19.0012,3,16,19,Normal,Normal,Low,Low
2011-02-21,Springer,2011,February,8AM,Yes,Monday,Weekend,Mist,13.120000000000001,15.15,56.99999999999999,19.999499999999998,7,56,63,Cold,Cold,Normal,Low
2011-02-21,Springer,2011,February,9AM,Yes,Monday,Weekend,Mist,13.120000000000001,15.15,56.99999999999999,19.0012,11,46,57,Cold,Cold,Normal,Low
2011-02-21,Springer,2011,February,10AM,Yes,Monday,Weekend,Mist,13.120000000000001,15.15,56.99999999999999,16.997899999999998,29,52,81,Cold,Cold,Normal,Low
2011-02-21,Springer,2011,February,11AM,Yes,Monday,Weekend,Mist,13.120000000000001,16.665,56.99999999999999,7.0015,20,70,90,Cold,Cold,Normal,Very Low
2011-02-21,Springer,2011,February,12PM,Yes,Monday,Weekend,Mist,13.120000000000001,15.909999999999998,66.0,12.998000000000001,26,67,93,Cold,Cold,High,Low
2011-02-21,Springer,2011,February,1PM,Yes,Monday,Weekend,Light Snow,12.299999999999999,13.635,81.0,22.0028,28,75,103,Cold,Cold,Very High,Low
2011-02-21,Springer,2011,February,2PM,Yes,Monday,Weekend,Mist,13.120000000000001,15.15,76.0,16.997899999999998,15,101,116,Cold,Cold,High,Low
2011-02-21,Springer,2011,February,3PM,Yes,Monday,Weekend,Mist,12.299999999999999,13.635,70.0,30.002599999999997,11,76,87,Cold,Cold,High,Normal
2011-02-21,Springer,2011,February,4PM,Yes,Monday,Weekend,Light Snow,11.48,12.120000000000001,75.0,27.999299999999998,8,48,56,Cold,Cold,High,Normal
2011-02-21,Springer,2011,February,5PM,Yes,Monday,Weekend,Mist,11.48,12.879999999999999,75.0,26.0027,18,62,80,Cold,Cold,High,Normal
2011-02-21,Springer,2011,February,6PM,Yes,Monday,Weekend,Mist,9.84,10.605,87.0,23.9994,2,64,66,Cold,Cold,Very High,Normal
2011-02-21,Springer,2011,February,7PM,Yes,Monday,Weekend,Mist,9.84,10.605,87.0,23.9994,0,49,49,Cold,Cold,Very High,Normal
2011-02-21,Springer,2011,February,8PM,Yes,Monday,Weekend,Light Snow,9.84,10.605,81.0,26.0027,0,29,29,Cold,Cold,Very High,Normal
2011-02-21,Springer,2011,February,9PM,Yes,Monday,Weekend,Light Snow,9.02,9.85,75.0,30.002599999999997,1,33,34,Cold,Very Cold,High,Normal
2011-02-21,Springer,2011,February,10PM,Yes,Monday,Weekend,Light Snow,8.200000000000001,8.334999999999999,75.0,27.999299999999998,0,11,11,Very Cold,Very Cold,High,Normal
2011-02-21,Springer,2011,February,11PM,Yes,Monday,Weekend,Light Snow,8.200000000000001,8.334999999999999,75.0,27.999299999999998,0,2,2,Very Cold,Very Cold,High,Normal
2011-02-22,Springer,2011,February,6AM,No,Tuesday,Weekday,Mist,4.92,6.0600000000000005,80.0,19.0012,0,7,7,Very Cold,Very Cold,High,Low
2011-02-22,Springer,2011,February,7AM,No,Tuesday,Weekday,Mist,4.92,6.0600000000000005,80.0,19.0012,0,40,40,Very Cold,Very Cold,High,Low
2011-02-22,Springer,2011,February,8AM,No,Tuesday,Weekday,Mist,4.92,6.0600000000000005,80.0,16.997899999999998,7,107,114,Very Cold,Very Cold,High,Low
2011-02-22,Springer,2011,February,9AM,No,Tuesday,Weekday,Mist,5.74,6.0600000000000005,74.0,16.997899999999998,5,101,106,Very Cold,Very Cold,High,Low
2011-02-22,Springer,2011,February,10AM,No,Tuesday,Weekday,Clear,6.5600000000000005,9.09,69.0,0.0,0,44,44,Very Cold,Very Cold,High,Very Low
2011-02-22,Springer,2011,February,11AM,No,Tuesday,Weekday,Clear,6.5600000000000005,11.365,64.0,0.0,7,43,50,Very Cold,Cold,High,Very Low
2011-02-22,Springer,2011,February,12PM,No,Tuesday,Weekday,Clear,8.200000000000001,11.365,59.0,7.0015,7,48,55,Very Cold,Cold,Normal,Very Low
2011-02-22,Springer,2011,February,1PM,No,Tuesday,Weekday,Clear,9.02,11.365,55.00000000000001,11.0014,3,52,55,Cold,Cold,Normal,Very Low
2011-02-22,Springer,2011,February,2PM,No,Tuesday,Weekday,Clear,9.02,11.365,55.00000000000001,12.998000000000001,9,49,58,Cold,Cold,Normal,Low
2011-02-22,Springer,2011,February,3PM,No,Tuesday,Weekday,Clear,9.84,11.365,48.0,12.998000000000001,2,67,69,Cold,Cold,Normal,Low
2011-02-22,Springer,2011,February,4PM,No,Tuesday,Weekday,Clear,9.02,11.365,51.0,11.0014,7,79,86,Cold,Cold,Normal,Very Low
2011-02-22,Springer,2011,February,5PM,No,Tuesday,Weekday,Clear,9.02,10.605,51.0,15.001299999999999,8,188,196,Cold,Cold,Normal,Low
2011-02-22,Springer,2011,February,6PM,No,Tuesday,Weekday,Clear,9.02,11.365,47.0,8.9981,6,161,167,Cold,Cold,Normal,Very Low
2011-02-22,Springer,2011,February,7PM,No,Tuesday,Weekday,Clear,8.200000000000001,9.09,47.0,19.0012,4,114,118,Very Cold,Very Cold,Normal,Low
2011-02-22,Springer,2011,February,8PM,No,Tuesday,Weekday,Clear,8.200000000000001,9.85,47.0,15.001299999999999,3,102,105,Very Cold,Very Cold,Normal,Low
2011-02-22,Springer,2011,February,9PM,No,Tuesday,Weekday,Clear,8.200000000000001,9.85,47.0,16.997899999999998,2,80,82,Very Cold,Very Cold,Normal,Low
2011-02-22,Springer,2011,February,10PM,No,Tuesday,Weekday,Clear,6.5600000000000005,7.575,43.0,16.997899999999998,1,76,77,Very Cold,Very Cold,Normal,Low
2011-02-22,Springer,2011,February,11PM,No,Tuesday,Weekday,Clear,6.5600000000000005,7.575,43.0,16.997899999999998,3,18,21,Very Cold,Very Cold,Normal,Low
2011-02-23,Springer,2011,February,12AM,No,Wednesday,Weekday,Clear,5.74,6.819999999999999,50.0,12.998000000000001,0,6,6,Very Cold,Very Cold,Normal,Low
2011-02-23,Springer,2011,February,1AM,No,Wednesday,Weekday,Clear,5.74,7.575,46.0,11.0014,0,4,4,Very Cold,Very Cold,Normal,Very Low
2011-02-23,Springer,2011,February,2AM,No,Wednesday,Weekday,Clear,4.92,7.575,50.0,8.9981,0,1,1,Very Cold,Very Cold,Normal,Very Low
2011-02-23,Springer,2011,February,3AM,No,Wednesday,Weekday,Clear,4.92,6.819999999999999,50.0,11.0014,0,2,2,Very Cold,Very Cold,Normal,Very Low
2011-02-23,Springer,2011,February,5AM,No,Wednesday,Weekday,Clear,4.92,7.575,50.0,7.0015,0,8,8,Very Cold,Very Cold,Normal,Very Low
2011-02-23,Springer,2011,February,6AM,No,Wednesday,Weekday,Clear,4.92,7.575,50.0,7.0015,0,36,36,Very Cold,Very Cold,Normal,Very Low
2011-02-23,Springer,2011,February,7AM,No,Wednesday,Weekday,Clear,4.92,7.575,54.0,8.9981,2,94,96,Very Cold,Very Cold,Normal,Very Low
2011-02-23,Springer,2011,February,8AM,No,Wednesday,Weekday,Clear,5.74,7.575,54.0,11.0014,8,227,235,Very Cold,Very Cold,Normal,Very Low
2011-02-23,Springer,2011,February,9AM,No,Wednesday,Weekday,Clear,7.38,10.605,51.0,6.0032,9,130,139,Very Cold,Cold,Normal,Very Low
2011-02-23,Springer,2011,February,10AM,No,Wednesday,Weekday,Clear,8.200000000000001,12.879999999999999,40.0,0.0,4,47,51,Very Cold,Cold,Low,Very Low
2011-02-23,Springer,2011,February,11AM,No,Wednesday,Weekday,Clear,9.84,12.879999999999999,41.0,7.0015,16,53,69,Cold,Cold,Normal,Very Low
2011-02-23,Springer,2011,February,12PM,No,Wednesday,Weekday,Clear,10.66,14.395,35.0,6.0032,11,56,67,Cold,Cold,Low,Very Low
2011-02-23,Springer,2011,February,1PM,No,Wednesday,Weekday,Clear,12.299999999999999,15.909999999999998,28.000000000000004,6.0032,9,78,87,Cold,Cold,Low,Very Low
2011-02-23,Springer,2011,February,2PM,No,Wednesday,Weekday,Clear,13.120000000000001,16.665,28.999999999999996,7.0015,17,61,78,Cold,Cold,Low,Very Low
2011-02-23,Springer,2011,February,3PM,No,Wednesday,Weekday,Clear,13.940000000000001,17.424999999999997,25.0,6.0032,18,54,72,Cold,Cold,Low,Very Low
2011-02-23,Springer,2011,February,4PM,No,Wednesday,Weekday,Clear,13.940000000000001,18.18,25.0,0.0,15,79,94,Cold,Cold,Low,Very Low
2011-02-23,Springer,2011,February,5PM,No,Wednesday,Weekday,Clear,13.940000000000001,17.424999999999997,25.0,6.0032,15,207,222,Cold,Cold,Low,Very Low
2011-02-23,Springer,2011,February,6PM,No,Wednesday,Weekday,Clear,13.120000000000001,16.665,26.0,6.0032,3,206,209,Cold,Cold,Low,Very Low
2011-02-23,Springer,2011,February,7PM,No,Wednesday,Weekday,Clear,12.299999999999999,16.665,33.0,0.0,6,135,141,Cold,Cold,Low,Very Low
2011-02-23,Springer,2011,February,8PM,No,Wednesday,Weekday,Clear,9.84,12.120000000000001,60.0,11.0014,2,107,109,Cold,Cold,Normal,Very Low
2011-02-23,Springer,2011,February,9PM,No,Wednesday,Weekday,Clear,9.84,14.395,48.0,0.0,2,89,91,Cold,Cold,Normal,Very Low
2011-02-23,Springer,2011,February,10PM,No,Wednesday,Weekday,Clear,9.84,14.395,48.0,0.0,1,60,61,Cold,Cold,Normal,Very Low
2011-02-23,Springer,2011,February,11PM,No,Wednesday,Weekday,Clear,9.02,12.879999999999999,55.00000000000001,6.0032,1,38,39,Cold,Cold,Normal,Very Low
2011-02-24,Springer,2011,February,12AM,No,Thursday,Weekday,Clear,9.02,12.879999999999999,55.00000000000001,6.0032,0,11,11,Cold,Cold,Normal,Very Low
2011-02-24,Springer,2011,February,1AM,No,Thursday,Weekday,Clear,9.02,12.879999999999999,60.0,6.0032,0,7,7,Cold,Cold,Normal,Very Low
2011-02-24,Springer,2011,February,2AM,No,Thursday,Weekday,Clear,8.200000000000001,11.365,64.0,6.0032,0,4,4,Very Cold,Cold,High,Very Low
2011-02-24,Springer,2011,February,3AM,No,Thursday,Weekday,Clear,8.200000000000001,10.605,64.0,8.9981,0,2,2,Very Cold,Cold,High,Very Low
2011-02-24,Springer,2011,February,5AM,No,Thursday,Weekday,Clear,8.200000000000001,10.605,69.0,8.9981,1,3,4,Very Cold,Cold,High,Very Low
2011-02-24,Springer,2011,February,6AM,No,Thursday,Weekday,Clear,8.200000000000001,9.85,69.0,12.998000000000001,0,58,58,Very Cold,Very Cold,High,Low
2011-02-24,Springer,2011,February,7AM,No,Thursday,Weekday,Clear,8.200000000000001,9.85,72.0,12.998000000000001,0,104,104,Very Cold,Very Cold,High,Low
2011-02-24,Springer,2011,February,8AM,No,Thursday,Weekday,Clear,9.84,11.365,70.0,15.001299999999999,8,244,252,Cold,Cold,High,Low
2011-02-24,Springer,2011,February,9AM,No,Thursday,Weekday,Mist,9.84,10.605,75.0,19.999499999999998,4,133,137,Cold,Cold,High,Low
2011-02-24,Springer,2011,February,10AM,No,Thursday,Weekday,Mist,10.66,12.120000000000001,70.0,19.0012,8,49,57,Cold,Cold,High,Low
2011-02-24,Springer,2011,February,11AM,No,Thursday,Weekday,Mist,13.120000000000001,14.395,56.99999999999999,26.0027,8,71,79,Cold,Cold,Normal,Normal
2011-02-24,Springer,2011,February,12PM,No,Thursday,Weekday,Mist,14.76,16.665,53.0,23.9994,10,85,95,Cold,Cold,Normal,Normal
2011-02-24,Springer,2011,February,1PM,No,Thursday,Weekday,Mist,15.58,19.695,54.0,19.999499999999998,16,72,88,Cold,Cold,Normal,Low
2011-02-24,Springer,2011,February,2PM,No,Thursday,Weekday,Mist,16.400000000000002,20.455000000000002,50.0,19.999499999999998,2,67,69,Cold,Normal,Normal,Low
2011-02-24,Springer,2011,February,3PM,No,Thursday,Weekday,Light Snow,16.400000000000002,20.455000000000002,54.0,26.0027,5,58,63,Cold,Normal,Normal,Normal
2011-02-24,Springer,2011,February,4PM,No,Thursday,Weekday,Light Snow,15.58,19.695,62.0,19.0012,4,67,71,Cold,Cold,High,Low
2011-02-24,Springer,2011,February,5PM,No,Thursday,Weekday,Light Snow,14.76,17.424999999999997,66.0,12.998000000000001,9,168,177,Cold,Cold,High,Low
2011-02-24,Springer,2011,February,6PM,No,Thursday,Weekday,Mist,13.940000000000001,15.15,87.0,22.0028,5,132,137,Cold,Cold,Very High,Low
2011-02-24,Springer,2011,February,7PM,No,Thursday,Weekday,Light Snow,13.940000000000001,15.15,93.0,19.999499999999998,3,112,115,Cold,Cold,Very High,Low
2011-02-24,Springer,2011,February,8PM,No,Thursday,Weekday,Mist,13.940000000000001,15.15,93.0,23.9994,2,87,89,Cold,Cold,Very High,Normal
2011-02-24,Springer,2011,February,9PM,No,Thursday,Weekday,Mist,13.940000000000001,15.15,87.0,22.0028,7,76,83,Cold,Cold,Very High,Low
2011-02-24,Springer,2011,February,10PM,No,Thursday,Weekday,Light Snow,13.940000000000001,15.909999999999998,87.0,19.0012,5,50,55,Cold,Cold,Very High,Low
2011-02-24,Springer,2011,February,11PM,No,Thursday,Weekday,Mist,13.120000000000001,15.15,93.0,15.001299999999999,3,47,50,Cold,Cold,Very High,Low
2011-02-25,Springer,2011,February,12AM,No,Friday,Weekday,Light Snow,13.120000000000001,17.424999999999997,93.0,0.0,1,8,9,Cold,Cold,Very High,Very Low
2011-02-25,Springer,2011,February,1AM,No,Friday,Weekday,Mist,13.120000000000001,17.424999999999997,100.0,0.0,1,9,10,Cold,Cold,Very High,Very Low
2011-02-25,Springer,2011,February,2AM,No,Friday,Weekday,Mist,13.120000000000001,17.424999999999997,100.0,0.0,0,3,3,Cold,Cold,Very High,Very Low
2011-02-25,Springer,2011,February,3AM,No,Friday,Weekday,Mist,13.120000000000001,16.665,93.0,7.0015,1,1,2,Cold,Cold,Very High,Very Low
2011-02-25,Springer,2011,February,5AM,No,Friday,Weekday,Mist,13.120000000000001,16.665,93.0,7.0015,1,5,6,Cold,Cold,Very High,Very Low
2011-02-25,Springer,2011,February,6AM,No,Friday,Weekday,Light Snow,13.940000000000001,17.424999999999997,93.0,6.0032,0,11,11,Cold,Cold,Very High,Very Low
2011-02-25,Springer,2011,February,7AM,No,Friday,Weekday,Light Snow,13.940000000000001,16.665,100.0,8.9981,1,34,35,Cold,Cold,Very High,Very Low
2011-02-25,Springer,2011,February,8AM,No,Friday,Weekday,Light Snow,14.76,17.424999999999997,93.0,8.9981,3,70,73,Cold,Cold,Very High,Very Low
2011-02-25,Springer,2011,February,9AM,No,Friday,Weekday,Light Snow,13.940000000000001,15.15,93.0,23.9994,3,111,114,Cold,Cold,Very High,Normal
2011-02-25,Springer,2011,February,10AM,No,Friday,Weekday,Light Snow,17.22,21.21,94.0,22.0028,7,42,49,Normal,Normal,Very High,Low
2011-02-25,Springer,2011,February,11AM,No,Friday,Weekday,Clear,21.32,25.0,77.0,30.002599999999997,9,50,59,Normal,Normal,High,Normal
2011-02-25,Springer,2011,February,12PM,No,Friday,Weekday,Light Snow,22.14,25.759999999999998,60.0,31.0009,20,95,115,Normal,Normal,Normal,Normal
2011-02-25,Springer,2011,February,1PM,No,Friday,Weekday,Light Snow,22.14,25.759999999999998,60.0,31.0009,6,77,83,Normal,Normal,Normal,Normal
2011-02-25,Springer,2011,February,2PM,No,Friday,Weekday,Light Snow,22.96,26.515,56.00000000000001,40.9973,14,71,85,Normal,Normal,Normal,High
2011-02-25,Springer,2011,February,3PM,No,Friday,Weekday,Clear,18.86,22.725,41.0,54.002,5,50,55,Normal,Normal,Normal,Very High
2011-02-25,Springer,2011,February,4PM,No,Friday,Weekday,Clear,13.120000000000001,14.395,49.0,31.0009,11,91,102,Cold,Cold,Normal,Normal
2011-02-25,Springer,2011,February,5PM,No,Friday,Weekday,Clear,13.120000000000001,13.635,49.0,50.0021,8,181,189,Cold,Cold,Normal,Very High
2011-02-25,Springer,2011,February,6PM,No,Friday,Weekday,Clear,13.120000000000001,14.395,49.0,32.9975,7,150,157,Cold,Cold,Normal,Normal
2011-02-25,Springer,2011,February,7PM,No,Friday,Weekday,Clear,12.299999999999999,13.635,52.0,30.002599999999997,4,86,90,Cold,Cold,Normal,Normal
2011-02-25,Springer,2011,February,8PM,No,Friday,Weekday,Clear,12.299999999999999,12.879999999999999,49.0,40.9973,2,60,62,Cold,Cold,Normal,High
2011-02-25,Springer,2011,February,9PM,No,Friday,Weekday,Clear,11.48,12.879999999999999,48.0,26.0027,7,56,63,Cold,Cold,Normal,Normal
2011-02-25,Springer,2011,February,10PM,No,Friday,Weekday,Clear,10.66,10.605,48.0,30.002599999999997,7,43,50,Cold,Cold,Normal,Normal
2011-02-25,Springer,2011,February,11PM,No,Friday,Weekday,Clear,10.66,11.365,48.0,22.0028,2,37,39,Cold,Cold,Normal,Low
2011-02-26,Springer,2011,February,12AM,No,Saturday,Weekend,Clear,9.84,11.365,52.0,12.998000000000001,3,25,28,Cold,Cold,Normal,Low
2011-02-26,Springer,2011,February,1AM,No,Saturday,Weekend,Clear,9.84,10.605,52.0,19.999499999999998,2,25,27,Cold,Cold,Normal,Low
2011-02-26,Springer,2011,February,2AM,No,Saturday,Weekend,Clear,9.02,9.85,60.0,23.9994,3,9,12,Cold,Very Cold,Normal,Normal
2011-02-26,Springer,2011,February,3AM,No,Saturday,Weekend,Clear,9.02,11.365,55.00000000000001,8.9981,1,7,8,Cold,Cold,Normal,Very Low
2011-02-26,Springer,2011,February,4AM,No,Saturday,Weekend,Mist,9.02,12.879999999999999,60.0,6.0032,1,1,2,Cold,Cold,Normal,Very Low
2011-02-26,Springer,2011,February,5AM,No,Saturday,Weekend,Mist,9.02,12.120000000000001,64.0,7.0015,1,9,10,Cold,Cold,High,Very Low
2011-02-26,Springer,2011,February,6AM,No,Saturday,Weekend,Clear,9.02,13.635,60.0,0.0,1,6,7,Cold,Cold,Normal,Very Low
2011-02-26,Springer,2011,February,7AM,No,Saturday,Weekend,Clear,9.02,12.879999999999999,60.0,6.0032,1,21,22,Cold,Cold,Normal,Very Low
2011-02-26,Springer,2011,February,8AM,No,Saturday,Weekend,Mist,9.84,14.395,60.0,0.0,2,55,57,Cold,Cold,Normal,Very Low
2011-02-26,Springer,2011,February,9AM,No,Saturday,Weekend,Mist,10.66,12.879999999999999,56.00000000000001,11.0014,9,65,74,Cold,Cold,Normal,Very Low
2011-02-26,Springer,2011,February,10AM,No,Saturday,Weekend,Mist,12.299999999999999,15.15,49.0,8.9981,14,71,85,Cold,Cold,Normal,Very Low
2011-02-26,Springer,2011,February,11AM,No,Saturday,Weekend,Clear,12.299999999999999,16.665,45.0,0.0,26,100,126,Cold,Cold,Normal,Very Low
2011-02-26,Springer,2011,February,12PM,No,Saturday,Weekend,Mist,13.120000000000001,15.909999999999998,45.0,11.0014,45,115,160,Cold,Cold,Normal,Very Low
2011-02-26,Springer,2011,February,1PM,No,Saturday,Weekend,Mist,13.940000000000001,15.909999999999998,42.0,16.997899999999998,38,136,174,Cold,Cold,Normal,Low
2011-02-26,Springer,2011,February,2PM,No,Saturday,Weekend,Mist,13.940000000000001,15.15,36.0,22.0028,57,154,211,Cold,Cold,Low,Low
2011-02-26,Springer,2011,February,3PM,No,Saturday,Weekend,Mist,14.76,16.665,40.0,19.0012,40,125,165,Cold,Cold,Low,Low
2011-02-26,Springer,2011,February,4PM,No,Saturday,Weekend,Clear,14.76,16.665,46.0,19.0012,41,130,171,Cold,Cold,Normal,Low
2011-02-26,Springer,2011,February,5PM,No,Saturday,Weekend,Clear,14.76,17.424999999999997,43.0,15.001299999999999,53,130,183,Cold,Cold,Normal,Low
2011-02-26,Springer,2011,February,6PM,No,Saturday,Weekend,Clear,13.940000000000001,16.665,46.0,12.998000000000001,26,111,137,Cold,Cold,Normal,Low
2011-02-26,Springer,2011,February,7PM,No,Saturday,Weekend,Clear,13.120000000000001,15.15,49.0,16.997899999999998,30,64,94,Cold,Cold,Normal,Low
2011-02-26,Springer,2011,February,8PM,No,Saturday,Weekend,Clear,12.299999999999999,15.15,56.00000000000001,11.0014,8,60,68,Cold,Cold,Normal,Very Low
2011-02-26,Springer,2011,February,9PM,No,Saturday,Weekend,Clear,11.48,13.635,65.0,16.997899999999998,9,59,68,Cold,Cold,High,Low
2011-02-26,Springer,2011,February,10PM,No,Saturday,Weekend,Clear,11.48,13.635,75.0,15.001299999999999,8,38,46,Cold,Cold,High,Low
2011-02-26,Springer,2011,February,11PM,No,Saturday,Weekend,Clear,11.48,12.879999999999999,75.0,19.0012,5,29,34,Cold,Cold,High,Low
2011-02-27,Springer,2011,February,12AM,No,Sunday,Weekend,Clear,10.66,12.120000000000001,87.0,19.0012,8,26,34,Cold,Cold,Very High,Low
2011-02-27,Springer,2011,February,1AM,No,Sunday,Weekend,Clear,10.66,12.879999999999999,87.0,12.998000000000001,7,30,37,Cold,Cold,Very High,Low
2011-02-27,Springer,2011,February,2AM,No,Sunday,Weekend,Clear,10.66,13.635,87.0,8.9981,2,20,22,Cold,Cold,Very High,Very Low
2011-02-27,Springer,2011,February,3AM,No,Sunday,Weekend,Clear,10.66,14.395,87.0,6.0032,3,8,11,Cold,Cold,Very High,Very Low
2011-02-27,Springer,2011,February,4AM,No,Sunday,Weekend,Clear,9.84,12.120000000000001,87.0,8.9981,0,2,2,Cold,Cold,Very High,Very Low
2011-02-27,Springer,2011,February,6AM,No,Sunday,Weekend,Clear,9.84,14.395,87.0,0.0,2,1,3,Cold,Cold,Very High,Very Low
2011-02-27,Springer,2011,February,7AM,No,Sunday,Weekend,Clear,9.84,12.120000000000001,87.0,8.9981,6,8,14,Cold,Cold,Very High,Very Low
2011-02-27,Springer,2011,February,8AM,No,Sunday,Weekend,Clear,10.66,15.15,87.0,0.0,9,26,35,Cold,Cold,Very High,Very Low
2011-02-27,Springer,2011,February,9AM,No,Sunday,Weekend,Clear,11.48,15.15,87.0,6.0032,17,42,59,Cold,Cold,Very High,Very Low
2011-02-27,Springer,2011,February,10AM,No,Sunday,Weekend,Clear,12.299999999999999,15.15,81.0,11.0014,24,79,103,Cold,Cold,Very High,Very Low
2011-02-27,Springer,2011,February,11AM,No,Sunday,Weekend,Clear,14.76,17.424999999999997,62.0,8.9981,33,92,125,Cold,Cold,High,Very Low
2011-02-27,Springer,2011,February,12PM,No,Sunday,Weekend,Clear,16.400000000000002,20.455000000000002,54.0,6.0032,61,132,193,Cold,Normal,Normal,Very Low
2011-02-27,Springer,2011,February,1PM,No,Sunday,Weekend,Clear,17.22,21.21,47.0,0.0,90,169,259,Normal,Normal,Normal,Very Low
2011-02-27,Springer,2011,February,2PM,No,Sunday,Weekend,Clear,18.04,21.97,47.0,6.0032,105,177,282,Normal,Normal,Normal,Very Low
2011-02-27,Springer,2011,February,3PM,No,Sunday,Weekend,Clear,18.86,22.725,44.0,8.9981,98,163,261,Normal,Normal,Normal,Very Low
2011-02-27,Springer,2011,February,4PM,No,Sunday,Weekend,Clear,19.68,23.485,44.0,11.0014,98,170,268,Normal,Normal,Normal,Very Low
2011-02-27,Springer,2011,February,5PM,No,Sunday,Weekend,Clear,17.22,21.21,54.0,12.998000000000001,66,121,187,Normal,Normal,Normal,Low
2011-02-27,Springer,2011,February,6PM,No,Sunday,Weekend,Clear,16.400000000000002,20.455000000000002,54.0,12.998000000000001,24,103,127,Cold,Normal,Normal,Low
2011-02-27,Springer,2011,February,7PM,No,Sunday,Weekend,Clear,16.400000000000002,20.455000000000002,54.0,8.9981,16,86,102,Cold,Normal,Normal,Very Low
2011-02-27,Springer,2011,February,8PM,No,Sunday,Weekend,Clear,16.400000000000002,20.455000000000002,54.0,6.0032,9,72,81,Cold,Normal,Normal,Very Low
2011-02-27,Springer,2011,February,9PM,No,Sunday,Weekend,Clear,15.58,19.695,62.0,11.0014,8,61,69,Cold,Cold,High,Very Low
2011-02-27,Springer,2011,February,10PM,No,Sunday,Weekend,Mist,15.58,19.695,62.0,7.0015,2,67,69,Cold,Cold,High,Very Low
2011-02-27,Springer,2011,February,11PM,No,Sunday,Weekend,Mist,14.76,17.424999999999997,62.0,11.0014,6,53,59,Cold,Cold,High,Very Low
2011-02-28,Springer,2011,February,12AM,No,Monday,Weekday,Mist,14.76,18.18,66.0,7.0015,5,25,30,Cold,Cold,High,Very Low
2011-02-28,Springer,2011,February,1AM,No,Monday,Weekday,Light Snow,13.940000000000001,15.15,87.0,23.9994,1,7,8,Cold,Cold,Very High,Normal
2011-02-28,Springer,2011,February,3AM,No,Monday,Weekday,Light Snow,13.120000000000001,15.909999999999998,93.0,11.0014,0,1,1,Cold,Cold,Very High,Very Low
2011-02-28,Springer,2011,February,5AM,No,Monday,Weekday,Mist,13.940000000000001,18.18,93.0,0.0,1,4,5,Cold,Cold,Very High,Very Low
2011-02-28,Springer,2011,February,6AM,No,Monday,Weekday,Mist,13.940000000000001,17.424999999999997,96.0,7.0015,1,27,28,Cold,Cold,Very High,Very Low
2011-02-28,Springer,2011,February,7AM,No,Monday,Weekday,Mist,14.76,18.18,93.0,7.0015,2,90,92,Cold,Cold,Very High,Very Low
2011-02-28,Springer,2011,February,8AM,No,Monday,Weekday,Mist,13.940000000000001,15.15,93.0,19.999499999999998,13,242,255,Cold,Cold,Very High,Low
2011-02-28,Springer,2011,February,9AM,No,Monday,Weekday,Clear,17.22,21.21,82.0,19.0012,15,127,142,Normal,Normal,Very High,Low
